,id,person.id,event.id,timeslot.id,created_date,modified_date,rating,custom_signup_field_values,feedback,status,id,attended
153,2531043.0,501254,223881.0,1204991.0,1581048188,1585617043,,[],,REGISTERED,2531043.0,False
154,2531044.0,501254,223881.0,1204992.0,1581048188,1585617212,,[],,REGISTERED,2531044.0,False
155,2531045.0,501254,223881.0,1204993.0,1581048188,1584426303,,[],,CANCELLED,2531045.0,
156,2531046.0,501254,223881.0,1204994.0,1581048188,1584426345,,[],,CANCELLED,2531046.0,
157,2531047.0,501254,223881.0,1204995.0,1581048188,1584426336,,[],,CANCELLED,2531047.0,
158,2556923.0,1199030,223881.0,1204988.0,1581121984,1585617062,,[],,REGISTERED,2556923.0,False
159,2556924.0,1199030,223881.0,1204989.0,1581121984,1585617069,,[],,REGISTERED,2556924.0,False
160,2556925.0,1199030,223881.0,1204991.0,1581121984,1585617037,,[],,REGISTERED,2556925.0,False
161,2556926.0,1199030,223881.0,1204992.0,1581121984,1583803830,,[],,REGISTERED,2556926.0,
162,2556927.0,1199030,223881.0,1204994.0,1581121984,1585099802,,[],,REGISTERED,2556927.0,
163,2556928.0,1199030,223881.0,1204995.0,1581121984,1585704609,,[],,REGISTERED,2556928.0,
164,2617522.0,638698,223881.0,1204988.0,1581313405,1581460039,,[],,CANCELLED,2617522.0,
165,2639331.0,714399,223881.0,1204988.0,1581397052,1581437349,,[],,CANCELLED,2639331.0,
166,2644906.0,714399,223881.0,1204989.0,1581437386,1585617032,Positive,[],,CONFIRMED,2644906.0,True
167,2645907.0,1233824,223881.0,1204992.0,1581440077,1583803831,,[],,REGISTERED,2645907.0,
168,2815555.0,141122,223881.0,1204989.0,1581828687,1581959160,,[],,CANCELLED,2815555.0,
169,2853182.0,141122,223881.0,1204990.0,1581959455,1585617122,Positive,[],,CONFIRMED,2853182.0,True
170,2982744.0,1387643,223881.0,1204990.0,1582249203,1582564387,,[],,CANCELLED,2982744.0,
171,2982745.0,1387643,223881.0,1204991.0,1582249203,1583088045,,[],,CANCELLED,2982745.0,
172,3061976.0,1117689,223881.0,1204991.0,1582401316,1583245673,,[],,CANCELLED,3061976.0,
173,3276003.0,45287,223881.0,1204991.0,1582820599,1583082877,,[],,CANCELLED,3276003.0,
174,3276004.0,45287,223881.0,1204992.0,1582820599,1582820776,,[],,CANCELLED,3276004.0,
175,3507071.0,1342286,223881.0,1204992.0,1583202974,1583803839,,[],,REGISTERED,3507071.0,
176,3507072.0,1342286,223881.0,1204993.0,1583202974,1584366236,,[],,CANCELLED,3507072.0,
177,3671078.0,969348,223881.0,1204992.0,1583642817,1583803865,,[],,REGISTERED,3671078.0,
178,3671079.0,969348,223881.0,1204995.0,1583642817,1585704612,,[],,REGISTERED,3671079.0,
179,3763981.0,1082249,223881.0,1204993.0,1584251127,1584495023,,[],,REGISTERED,3763981.0,
180,3763982.0,1082249,223881.0,1204995.0,1584251127,1585704613,,[],,REGISTERED,3763982.0,
181,3766644.0,317893,223881.0,1204993.0,1584294636,1584495024,,[],,CONFIRMED,3766644.0,
182,3766645.0,317893,223881.0,1204994.0,1584294636,1585109346,Positive,[],,CONFIRMED,3766645.0,True
183,3772893.0,1048056,223881.0,1204993.0,1584323773,1605722523,Positive,[],,REGISTERED,3772893.0,True
184,3790372.0,1048056,223881.0,1204994.0,1584545333,1605722525,,[],,CONFIRMED,3790372.0,False
185,3822724.0,1746709,223881.0,1204994.0,1585060932,1585099811,,[],,REGISTERED,3822724.0,
186,2472118.0,818703,223882.0,1204996.0,1580851023,1605724403,,[],,REGISTERED,2472118.0,True
187,2541374.0,467354,226842.0,1219825.0,1581096724,1581099021,,[],,REGISTERED,2541374.0,
188,2735313.0,1278066,233660.0,1253654.0,1581647319,1605724088,,[],,CONFIRMED,2735313.0,True
189,2794295.0,727184,233660.0,1253654.0,1581786313,1582095372,,[],,CANCELLED,2794295.0,
190,2794339.0,1117689,233660.0,1253654.0,1581786435,1605723138,Positive,[],wfp represents my views so i'm happy to volunteer when i can,CONFIRMED,2794339.0,True
191,2794468.0,1307736,233660.0,1253654.0,1581786714,1605722525,Positive,[],The texting and feedback method felt both productive and fun.  For one person to be able to reach several hundred voters with a positive message in less than two hours is kind of amazing.,CONFIRMED,2794468.0,True
192,2795639.0,506886,233660.0,1253654.0,1581789617,1605725046,,[],,CONFIRMED,2795639.0,True
193,2868827.0,1341091,233660.0,1253654.0,1581988580,1605723461,,[],,CONFIRMED,2868827.0,False
194,3021724.0,1176351,242090.0,1293086.0,1582322894,1605724400,Positive,[],:$,CONFIRMED,3021724.0,True
195,3056295.0,613335,242090.0,1293086.0,1582395630,1605722844,Positive,[],,CONFIRMED,3056295.0,True
196,3056296.0,613335,242090.0,1303208.0,1582395630,1605725574,,[],,CONFIRMED,3056296.0,True
197,3122088.0,212705,242090.0,1293086.0,1582553434,1582682659,,[],,REGISTERED,3122088.0,
198,3122089.0,212705,242090.0,1303208.0,1582553434,1605723462,,[],,REGISTERED,3122089.0,False
199,3122123.0,1176351,242090.0,1303208.0,1582553503,1605722844,,[],,CONFIRMED,3122123.0,True
200,3122149.0,1446613,242090.0,1303208.0,1582553578,1605723465,,[],,CONFIRMED,3122149.0,True
201,3122229.0,278021,242090.0,1293086.0,1582553900,1605724703,Positive,[],the texting experience was quite fun. priscilla was awesome in helping us !,CONFIRMED,3122229.0,True
202,3146931.0,1456740,242090.0,1293086.0,1582588850,1605722841,,[],,CONFIRMED,3146931.0,False
203,3147033.0,1456740,242090.0,1303208.0,1582588969,1605725403,,[],,CONFIRMED,3147033.0,False
204,3150601.0,1458150,242090.0,1293086.0,1582592915,1605722527,,[],,CONFIRMED,3150601.0,False
205,3150671.0,1458150,242090.0,1303208.0,1582593016,1605725085,,[],,CONFIRMED,3150671.0,False
206,3151395.0,1458501,242090.0,1293086.0,1582593930,1605722525,Positive,[],,CONFIRMED,3151395.0,True
207,3151396.0,1458501,242090.0,1303208.0,1582593930,1605723139,,[],,CONFIRMED,3151396.0,True
208,3151812.0,226290,242090.0,1303208.0,1582594398,1605722525,,[],,REGISTERED,3151812.0,True
209,3158758.0,1461375,242090.0,1293086.0,1582603993,1605722841,,[],,REGISTERED,3158758.0,False
210,3158759.0,1461375,242090.0,1303208.0,1582603993,1605722526,,[],,REGISTERED,3158759.0,False
211,3165803.0,1199030,242090.0,1293086.0,1582644029,1605722524,,[],,REGISTERED,3165803.0,False
212,3165804.0,1199030,242090.0,1303208.0,1582644029,1605728982,,[],,REGISTERED,3165804.0,False
213,3166231.0,278021,242090.0,1303208.0,1582645063,1605723778,Positive,[],it was a fun experience.,CONFIRMED,3166231.0,True
214,3215774.0,714399,251748.0,1333916.0,1582740051,1605724090,Positive,[],,CONFIRMED,3215774.0,True
215,3309402.0,226290,251748.0,1333916.0,1582849894,1605722530,,[],,CONFIRMED,3309402.0,True
216,3314080.0,1342286,251748.0,1333916.0,1582852802,1605722845,Positive,[],it is so much fun 💚the people,CONFIRMED,3314080.0,True
217,3323476.0,136243,251748.0,1333916.0,1582860347,1605722846,,[],,REGISTERED,3323476.0,False
218,3350003.0,896377,251748.0,1333916.0,1582913097,1583169323,,[],,CANCELLED,3350003.0,
219,3350082.0,191570,251748.0,1333916.0,1582913131,1605722846,Positive,[],"like the people, the message and the texting.",CONFIRMED,3350082.0,True
220,3350181.0,278021,251748.0,1333916.0,1582913161,1605723782,Positive,[],the experience is fun!,CONFIRMED,3350181.0,True
221,3350282.0,1458501,251748.0,1333916.0,1582913191,1605725559,Positive,[],,CONFIRMED,3350282.0,True
222,3350364.0,1307736,251748.0,1333916.0,1582913214,1605725172,Positive,[],,REGISTERED,3350364.0,True
223,3350502.0,1588862,251748.0,1333916.0,1582913251,1583189966,,[],,CANCELLED,3350502.0,
224,3394619.0,467354,254920.0,1347078.0,1582982996,1583343013,,[],,CONFIRMED,3394619.0,
225,3728027.0,1667756,254920.0,1347078.0,1583938969,1583941207,,[],,REGISTERED,3728027.0,
226,3728193.0,671915,254920.0,1347078.0,1583940417,1583942417,,[],,REGISTERED,3728193.0,
227,3600627.0,45287,257267.0,1357474.0,1583448828,1605724703,,[],,CANCELLED,3600627.0,
228,3639547.0,1342286,257267.0,1357474.0,1583542832,1605724403,Positive,[],"no thanks, too tired now",CONFIRMED,3639547.0,True
229,3670140.0,41710,257267.0,1357474.0,1583638394,1605722843,,[],,REGISTERED,3670140.0,False
230,3680768.0,714399,257267.0,1357474.0,1583692205,1605722527,Positive,[],,CONFIRMED,3680768.0,True
231,3680785.0,278021,257267.0,1357474.0,1583692238,1605725898,Positive,[],Excellent- had a great time,CONFIRMED,3680785.0,True
232,3680806.0,1588862,257267.0,1357474.0,1583692305,1583803871,,[],,REGISTERED,3680806.0,
233,3680832.0,1458501,257267.0,1357474.0,1583692370,1583803871,,[],,CONFIRMED,3680832.0,
234,3680876.0,141122,257267.0,1357474.0,1583692479,1605722525,Positive,[],,REGISTERED,3680876.0,True
235,3680913.0,1199030,257267.0,1357474.0,1583692566,1583803871,,[],,REGISTERED,3680913.0,
236,3680928.0,1233824,257267.0,1357474.0,1583692598,1583803872,,[],,CONFIRMED,3680928.0,
237,3680940.0,969348,257267.0,1357474.0,1583692646,1605722525,Positive,[],,REGISTERED,3680940.0,True
238,3680976.0,1117689,257267.0,1357474.0,1583692710,1583803872,,[],,REGISTERED,3680976.0,
239,3682879.0,191570,257267.0,1357474.0,1583697749,1605723461,Positive,[],,CONFIRMED,3682879.0,True
240,3682894.0,214326,257267.0,1357474.0,1583697803,1605724767,Positive,[],good,CONFIRMED,3682894.0,True
241,3563016.0,467354,258094.0,1361463.0,1583355864,1583425807,,[],,REGISTERED,3563016.0,
242,3600123.0,45287,258094.0,1361463.0,1583447803,1583449804,,[],,REGISTERED,3600123.0,
243,3605076.0,1691616,258094.0,1361463.0,1583457376,1583459401,,[],,REGISTERED,3605076.0,
244,3605154.0,390464,258094.0,1361463.0,1583457483,1583459401,,[],,REGISTERED,3605154.0,
245,3671480.0,1721000,258094.0,1361470.0,1583645518,1584284746,,[],,CANCELLED,3671480.0,
246,3671542.0,1291876,258094.0,1361467.0,1583645832,1583937007,,[],,REGISTERED,3671542.0,
247,3681418.0,25306,258094.0,1361465.0,1583693968,1583782223,,[],,REGISTERED,3681418.0,
248,3715233.0,763779,258094.0,1361466.0,1583860918,1583863329,,[],,REGISTERED,3715233.0,
249,3723345.0,171818,258094.0,1361469.0,1583891326,1584207004,,[],,REGISTERED,3723345.0,
250,3723346.0,171818,258094.0,1361470.0,1583891326,1584284746,,[],,CANCELLED,3723346.0,
251,3734340.0,1198589,258094.0,1361468.0,1583977022,1584055807,,[],,REGISTERED,3734340.0,
252,3790369.0,1048056,258094.0,1385923.0,1584545312,1584711008,,[],,REGISTERED,3790369.0,
253,3805689.0,1048056,258094.0,1385923.0,1584725314,1584727310,,[],,REGISTERED,3805689.0,
254,3593312.0,793462,258619.0,1364913.0,1583434110,1605722531,Positive,[],,CONFIRMED,3593312.0,True
255,3593770.0,467354,258619.0,1364913.0,1583435083,1583640062,Positive,[],Yay!,CONFIRMED,3593770.0,True
256,3593999.0,278478,258619.0,1364913.0,1583435714,1583638206,,[],,REGISTERED,3593999.0,
257,3601375.0,171818,258619.0,1364913.0,1583450569,1605722534,,[],,CONFIRMED,3601375.0,False
258,3601854.0,1115157,258619.0,1364913.0,1583451647,1605722531,,[],,REGISTERED,3601854.0,False
259,3602233.0,944467,258619.0,1364913.0,1583452162,1605726983,Positive,[],good,REGISTERED,3602233.0,True
260,3602240.0,1521937,258619.0,1364913.0,1583452168,1583638206,,[],,REGISTERED,3602240.0,
261,3602252.0,1076225,258619.0,1364913.0,1583452178,1605722533,Positive,[],"i've been voting along the working families' line since 2014. more recently, i was a call shift lead for warren's call crew. i want to take the that energy to down ballot races that her candidacy would have lifted up.",CONFIRMED,3602252.0,True
262,3602337.0,385459,258619.0,1364913.0,1583452286,1583638207,,[],,REGISTERED,3602337.0,
263,3602399.0,1594368,258619.0,1364913.0,1583452367,1583638207,,[],,REGISTERED,3602399.0,
264,3604367.0,33249,258619.0,1364913.0,1583455987,1605727190,,[],,REGISTERED,3604367.0,False
265,3604400.0,585216,258619.0,1364913.0,1583456046,1583638208,,[],,REGISTERED,3604400.0,
266,3604419.0,29058,258619.0,1364913.0,1583456103,1583638208,,[],,REGISTERED,3604419.0,
267,3604504.0,1406885,258619.0,1364913.0,1583456240,1605726411,Positive,[],suggested action to channel my grief from warren suspending her campaign into down ballot voting. i also appreciate the values of wfp.,REGISTERED,3604504.0,True
268,3604651.0,22467,258619.0,1364913.0,1583456508,1605723782,,[],,REGISTERED,3604651.0,False
269,3604752.0,390464,258619.0,1364913.0,1583456745,1583638208,,[],,REGISTERED,3604752.0,
270,3604785.0,747528,258619.0,1364913.0,1583456843,1583638208,,[],,REGISTERED,3604785.0,
271,3604924.0,1691616,258619.0,1364913.0,1583457110,1605722530,,[],,REGISTERED,3604924.0,False
272,3605277.0,386597,258619.0,1364913.0,1583457645,1605724757,,[],,CONFIRMED,3605277.0,True
